Person i,X,Y,,,,
4629,-0.127,-0.484,,,,
4630,0.005,0.421,,,,
4631,-0.712,-1.124,,,,
4632,2.216,2.862,,,,
4633,0.877,1.456,,,,
4634,1.487,2.446,,,,
4635,2.217,4.115,,,,
4636,0.361,0.701,,,,
4637,1.829,3.335,,,,
4638,1.205,1.448,,,,
4639,-0.343,-1.062,,,,
4640,0.576,-0.190,,,,
4641,2.703,4.688,,,,
4642,1.479,1.948,,,,
4643,0.487,0.158,,,,
4644,0.483,1.017,,,,
4645,1.698,1.510,,,,
4646,-0.299,-0.404,,,,
4647,0.787,1.534,,,,
4648,-1.200,-2.220,,,,
4649,1.400,1.505,,,,
4650,1.664,2.627,,,,
4651,-1.076,-2.247,,,,
4652,0.603,-0.007,,,,
4653,2.180,3.794,,,,
4654,0.754,1.392,,,,
4655,1.361,2.050,,,,
4656,4.767,6.735,,,,
4657,0.763,1.436,,,,
4658,1.401,2.566,,,,
4659,1.865,2.800,,,,
4660,-1.166,-1.548,,,,
4661,0.021,0.047,,,,
4662,0.438,1.187,,,,
4663,1.888,3.710,,,,
4664,1.264,1.480,,,,
4665,1.743,2.778,,,,
4666,-0.345,-0.651,,,,
4667,1.965,2.823,,,,
4668,1.499,1.944,,,,
4669,-0.656,-0.896,,,,
4670,1.131,1.879,,,,
4671,1.987,3.582,,,,
4672,0.893,0.449,,,,
4673,3.402,4.135,,,,
4674,-0.396,-0.713,,,,
4675,1.336,2.980,,,,
4676,1.724,2.261,,,,
4677,1.488,1.743,,,,
4678,0.606,0.014,,,,
4679,-2.050,-2.556,,,,
4680,1.766,2.733,,,,
4681,0.385,0.568,,,,
4682,1.191,1.332,,,,
4683,1.713,1.911,,,,
4684,-0.256,-0.256,,,,
4685,1.163,1.330,,,,
4686,-0.034,-0.094,,,,
4687,1.667,2.935,,,,
4688,-0.161,-0.351,,,,
4689,0.691,1.543,,,,
4690,-0.152,0.579,,,,
4691,-0.746,-1.377,,,,
4692,1.316,1.815,,,,
4693,0.327,1.539,,,,
4694,1.903,2.761,,,,
4695,-0.355,-0.227,,,,
4696,2.039,2.650,,,,
4697,-0.925,-2.496,,,,
4698,-0.669,-0.948,,,,
4699,2.797,4.139,,,,
4700,1.662,2.247,,,,
4701,1.907,3.220,,,,
4702,1.078,1.419,,,,
4703,1.587,2.052,,,,
4704,-0.260,-0.050,,,,
4705,1.404,1.712,,,,
4706,0.445,1.172,,,,
4707,-0.717,-0.527,,,,
4708,2.419,3.257,,,,
4709,0.499,0.711,,,,
4710,0.706,0.797,,,,
4711,0.916,1.205,,,,
4712,2.772,3.798,,,,
4713,0.605,1.538,,,,
4714,0.686,0.907,,,,
4715,0.748,2.075,,,,
4716,1.601,3.078,,,,
4717,1.784,1.916,,,,
4718,2.420,4.122,,,,
4719,0.708,1.444,,,,
4720,-0.063,0.948,,,,
4721,3.150,5.126,,,,
4722,0.933,1.881,,,,
4723,-0.074,-0.859,,,,
4724,0.308,1.184,,,,
4725,0.424,1.090,,,,
4726,0.549,1.108,,,,
4727,1.321,2.305,,,,
4728,2.778,4.082,,,,
4729,0.406,1.238,,,,
4730,0.219,-0.107,,,,
4731,1.036,2.661,,,,
4732,0.882,2.256,,,,
4733,2.490,3.773,,,,
4734,1.256,1.576,,,,
4735,1.095,2.404,,,,
4736,1.457,2.859,,,,
4737,0.750,0.905,,,,
4738,1.170,2.415,,,,
4739,1.023,1.794,,,,
4740,1.560,2.204,,,,
4741,1.327,1.428,,,,
4742,2.661,4.165,,,,
4743,1.330,1.977,,,,
4744,1.846,2.736,,,,
4745,0.727,0.555,,,,
4746,0.382,0.256,,,,
4747,2.704,4.025,,,,
4748,-0.779,-1.277,,,,
4749,-1.322,-2.192,,,,
4750,0.646,0.748,,,,
4751,1.244,1.361,,,,
4752,0.236,1.078,,,,
4753,1.448,2.616,,,,
4754,0.259,0.260,,,,
4755,0.377,0.622,,,,
4756,0.023,0.301,,,,
4757,-0.224,0.213,,,,
4758,1.797,2.622,,,,
4759,-1.399,-1.510,,,,
4760,1.034,0.981,,,,
4761,-0.579,-0.396,,,,
4762,2.424,3.619,,,,
4763,1.973,3.020,,,,
4764,0.898,1.916,,,,
4765,1.361,2.896,,,,
4766,-0.513,-0.871,,,,
4767,2.242,4.031,,,,
4768,-0.530,-1.436,,,,
4769,0.983,0.857,,,,
4770,1.433,1.327,,,,
4771,0.350,0.959,,,,
4772,0.489,0.936,,,,
4773,0.729,0.984,,,,
4774,0.477,-0.246,,,,
4775,0.342,0.783,,,,
4776,0.820,1.030,,,,
4777,0.918,1.581,,,,
4778,0.760,1.249,,,,
4779,2.387,3.273,,,,
4780,1.243,1.674,,,,
4781,2.129,3.096,,,,
4782,1.732,2.258,,,,
4783,1.193,1.576,,,,
4784,-0.509,-0.536,,,,
4785,-0.971,-0.683,,,,
4786,1.818,2.428,,,,
4787,-0.582,-0.787,,,,
4788,1.367,2.063,,,,
4789,2.885,4.308,,,,
4790,-0.218,-0.980,,,,
4791,0.529,1.139,,,,
4792,2.369,4.022,,,,
4793,2.078,3.625,,,,
4794,1.515,1.328,,,,
4795,1.878,3.856,,,,
4796,1.652,2.223,,,,
4797,2.311,4.449,,,,
4798,-0.070,0.390,,,,
4799,0.971,1.651,,,,
4800,2.161,3.146,,,,
4801,0.387,0.641,,,,
4802,0.904,1.491,,,,
4803,0.801,1.329,,,,
4804,-0.876,-1.074,,,,
4805,0.455,0.312,,,,
4806,1.518,2.532,,,,
4807,1.236,1.853,,,,
4808,0.626,-0.009,,,,
4809,1.158,2.071,,,,
4810,2.783,3.730,,,,
4811,0.062,0.096,,,,
4812,0.628,0.353,,,,
4813,-1.086,-1.326,,,,
4814,2.000,3.159,,,,
4815,2.003,3.250,,,,
4816,1.396,2.512,,,,
4817,1.634,2.937,,,,
4818,2.775,4.260,,,,
4819,1.070,1.252,,,,
4820,0.319,-0.848,,,,
4821,0.273,0.514,,,,
4822,2.073,3.241,,,,
4823,1.839,2.302,,,,
4824,0.631,0.928,,,,
4825,1.333,1.039,,,,
4826,-0.905,-1.321,,,,
4827,2.375,4.011,,,,
4828,1.178,0.962,,,,
4829,-0.494,-0.832,,,,
4830,1.131,1.390,,,,
4831,2.015,2.225,,,,
4832,0.413,0.935,,,,
4833,1.980,3.707,,,,
4834,0.487,1.007,,,,
4835,2.174,2.279,,,,
4836,1.083,2.034,,,,
4837,1.347,2.118,,,,
4838,2.651,4.502,,,,
4839,0.779,0.873,,,,
4840,2.447,3.195,,,,
4841,0.292,0.142,,,,
4842,1.558,2.197,,,,
4843,-0.437,-0.758,,,,
4844,0.651,1.806,,,,
4845,0.688,1.768,,,,
4846,-0.066,0.498,,,,
4847,-0.949,-1.204,,,,
4848,0.514,0.653,,,,
4849,2.381,3.497,,,,
4850,-0.570,-1.061,,,,
4851,2.415,4.128,,,,
4852,2.297,3.626,,,,
4853,-0.416,-0.972,,,,
4854,1.880,3.446,,,,
4855,1.476,2.691,,,,
4856,1.411,2.026,,,,
4857,-0.541,-0.934,,,,
4858,1.839,3.249,,,,
4859,2.875,5.058,,,,
4860,1.961,2.330,,,,
4861,1.751,1.725,,,,
4862,0.711,1.122,,,,
4863,2.037,3.047,,,,
4864,0.792,1.403,,,,
4865,1.640,2.448,,,,
4866,1.128,1.132,,,,
4867,0.314,0.204,,,,
4868,1.053,2.367,,,,
4869,0.777,2.133,,,,
4870,1.363,2.392,,,,
4871,0.384,0.211,,,,
4872,-0.042,0.934,,,,
4873,0.692,1.128,,,,
4874,-0.422,-0.631,,,,
4875,1.165,1.932,,,,
4876,0.901,1.343,,,,
4877,1.664,1.899,,,,
4878,2.053,3.059,,,,
4879,1.269,1.349,,,,
4880,-1.033,-0.328,,,,
4881,0.539,0.832,,,,
4882,0.885,0.511,,,,
4883,1.015,0.809,,,,
4884,0.780,0.791,,,,
4885,0.990,2.128,,,,
4886,2.453,2.858,,,,
4887,2.089,3.273,,,,
4888,-0.716,-0.829,,,,
4889,0.951,1.435,,,,
4890,-0.774,-1.354,,,,
4891,1.415,2.084,,,,
4892,-0.379,-0.969,,,,
4893,0.336,-0.189,,,,
4894,0.901,1.347,,,,
4895,-0.485,-0.114,,,,
4896,2.666,4.267,,,,
4897,0.590,0.692,,,,
4898,0.722,0.912,,,,
4899,-0.163,-0.747,,,,
4900,0.841,1.484,,,,
4901,1.311,2.189,,,,
4902,1.012,0.688,,,,
4903,-1.387,-2.503,,,,
4904,1.663,2.114,,,,
4905,1.264,1.649,,,,
4906,1.104,1.422,,,,
4907,1.555,2.057,,,,
4908,1.997,3.252,,,,
4909,1.054,1.323,,,,
4910,2.145,3.550,,,,
4911,2.660,3.181,,,,
4912,1.678,2.479,,,,
4913,0.430,0.393,,,,
4914,0.169,-0.184,,,,
4915,-0.836,-1.296,,,,
4916,1.355,3.161,,,,
4917,0.686,0.741,,,,
4918,2.114,3.591,,,,
4919,0.449,0.538,,,,
4920,0.164,-0.628,,,,
4921,0.850,1.569,,,,
4922,1.046,1.890,,,,
4923,1.306,2.263,,,,
4924,0.948,1.152,,,,
4925,2.443,3.917,,,,
4926,1.979,3.555,,,,
4927,0.422,0.412,,,,
4928,-0.142,-0.149,,,,
4929,0.473,1.215,,,,
4930,-0.095,-1.144,,,,
4931,1.444,2.043,,,,
4932,-0.020,-0.855,,,,
4933,2.321,3.762,,,,
4934,-0.328,0.339,,,,
4935,2.730,3.945,,,,
4936,2.079,3.398,,,,
4937,-0.818,-1.209,,,,
4938,0.988,0.388,,,,
4939,1.120,1.072,,,,
4940,2.198,3.585,,,,
4941,0.473,0.209,,,,
4942,1.123,1.503,,,,
4943,3.150,4.738,,,,
4944,1.694,2.020,,,,
4945,1.536,2.456,,,,
4946,-0.203,0.191,,,,
4947,1.559,2.894,,,,
4948,2.143,3.345,,,,
4949,0.302,0.024,,,,
4950,0.450,-0.164,,,,
4951,1.649,2.144,,,,
4952,2.748,4.575,,,,
4953,0.615,0.842,,,,
4954,1.222,0.995,,,,
4955,0.920,0.883,,,,
4956,-0.292,-0.131,,,,
4957,1.557,2.269,,,,
4958,0.692,1.629,,,,
4959,-0.828,-0.903,,,,
4960,1.583,1.428,,,,
4961,-0.737,-0.685,,,,
4962,3.464,5.092,,,,
4963,1.968,3.674,,,,
4964,1.451,1.440,,,,
4965,1.414,1.930,,,,
4966,2.374,3.526,,,,
4967,0.877,1.987,,,,
4968,3.430,4.926,,,,
4969,3.399,4.554,,,,
4970,0.773,0.522,,,,
4971,1.476,2.432,,,,
4972,1.912,2.240,,,,
4973,0.287,0.413,,,,
4974,-0.638,-0.213,,,,
4975,0.608,1.478,,,,
4976,1.844,1.851,,,,
4977,2.647,3.785,,,,
4978,1.469,2.522,,,,
4979,-0.500,-1.497,,,,
4980,-0.160,-0.388,,,,
4981,1.055,1.614,,,,
4982,1.184,2.395,,,,
4983,0.538,2.039,,,,
4984,2.815,4.868,,,,
4985,0.347,1.554,,,,
4986,-0.427,-0.842,,,,
4987,2.488,4.451,,,,
4988,0.929,1.025,,,,
4989,1.044,0.582,,,,
4990,0.517,1.342,,,,
4991,1.961,2.947,,,,
4992,0.739,2.144,,,,
4993,1.518,1.664,,,,
4994,1.382,0.999,,,,
4995,-0.169,-0.229,,,,
4996,2.272,4.181,,,,
4997,0.604,1.370,,,,
4998,0.097,0.152,,,,
4999,1.791,2.961,,,,
5000,0.545,1.421,,,,
,,,,,,
, ,,,,,
